"コンテンツID
※空欄で構いません。特定の値を設定したい場合に入力してください。",title,slug,publishDate,content,eyecatch,categories
,中途採用向けキャリアページの情報設計,mid-career-recruitment-page,2026-06-18T00:00:00.000Z,"経験者採用を想定し、会社の課題や期待する役割まで具体的に伝えるキャリアページを設計しました。仕事内容を抽象的に書くのではなく、担当範囲、チーム構成、利用ツール、入社後の目標を整理しています。

募集職種は一覧で比較しやすくし、詳細ページでは勤務地、勤務条件、必要な経験、歓迎するスキルを明確に表示しました。応募ボタンはページ内の適切な位置に配置し、過度に繰り返さない設計です。

Reactのフォームコンポーネントを使い、入力途中のエラーを分かりやすく伝えるUIを想定しています。応募データは外部採用管理サービスと連携できる構成です。",,"recruit,ui-design"
,新卒採用サイトのストーリー設計,graduate-recruitment-story,2026-06-16T00:00:00.000Z,"新卒採用向けに、企業理解から応募までを一つのストーリーとして体験できるサイトを設計しました。会社の使命、事業、仕事、社員、成長環境の順に情報を配置し、学生が段階的に理解できる構成です。

先輩社員の一日やプロジェクト紹介を通して、入社後の働き方を具体化しました。説明会の日程やエントリー方法は分かりやすくまとめ、スマートフォンからでも確認しやすいUIにしています。

イベント情報や募集要項はCMSで更新し、公開終了日を設定できる運用を想定しています。動画や大きな画像は遅延読み込みにして、初期表示の負担を抑えています。",,recruit
,医療法人の職種別採用サイト,medical-recruitment-by-role,2026-06-14T00:00:00.000Z,"医師、看護師、事務職など複数職種を募集する医療法人向けの採用サイトです。職種によって知りたい情報が異なるため、仕事内容、勤務体制、教育制度、募集要項を職種別に整理しました。

職場の雰囲気やチーム連携が伝わるよう、現場の写真とスタッフのコメントを掲載しています。応募前見学や説明会への導線も用意し、いきなり応募することに不安がある人にも配慮しました。

更新頻度の高い募集情報はCMS管理とし、募集終了時に一覧から自動で非表示にできる設計を想定しています。個人情報を扱う応募フォームは必要項目を限定し、安全な送信方法を採用します。",,"recruit,medical"
,地方企業の採用課題を解決する特設サイト,regional-company-recruitment,2026-06-12T00:00:00.000Z,"地方企業の採用を想定し、仕事だけでなく地域での暮らしも伝える特設サイトを制作しました。勤務地への不安を減らすため、通勤、住環境、休日の過ごし方、移住支援などの情報をまとめています。

会社の魅力は社員の声や数字で具体化し、抽象的な表現に偏らないようにしました。オンライン面談や会社見学への入口を分け、応募前の接点を増やしています。

Next.jsで高速なページを構築し、アクセス解析でよく読まれる情報や離脱箇所を確認できる設計です。改善しやすいよう、主要な文章と写真はCMSから変更できる想定です。",,"recruit,landing-page"
,採用説明会の申し込みLP制作,recruitment-event-landing-page,2026-06-10T00:00:00.000Z,"採用説明会への参加申し込みを目的に、開催概要と参加メリットを一ページに整理したランディングページです。対象者、日時、内容、登壇者、申し込み方法を上から順に確認できます。

参加後に分かることを具体的に示し、説明会への心理的なハードルを下げました。フォームは入力項目を最小限にし、日時選択や確認画面もスマートフォンで操作しやすい設計です。

React Hook FormとTypeScriptを使った入力管理を想定し、未入力や形式エラーをその場で表示します。送信後は自動返信メールと管理者通知を行う構成です。",,"recruit,landing-page"
,美容サロンの予約獲得ランディングページ,beauty-salon-booking-lp,2026-06-08T00:00:00.000Z,"美容サロンの新規予約を目的に、施術内容と安心材料を一ページへまとめたLPです。ファーストビューでは対象となる悩みとサービスの特徴を短く伝え、すぐ予約へ進める導線を配置しました。

施術の流れ、料金、スタッフ紹介、よくある質問を順番に掲載し、初回利用時の不安を減らしています。過度な表現を避け、利用者が自分に合うか判断できる情報設計を重視しました。

スマートフォン閲覧を中心に、固定CTAの大きさや表示タイミングを調整しています。画像はWebPなどへ最適化し、ファーストビューの表示速度を落とさない構成です。",,"landing-page,service"
,BtoBサービスの資料請求LP,b2b-download-landing-page,2026-06-06T00:00:00.000Z,"法人向けサービスの資料請求を増やすため、課題と解決策を簡潔に伝えるランディングページを設計しました。対象企業、導入によって改善できる業務、サービスの特徴を明確にしています。

導入事例、機能一覧、支援範囲、よくある質問を掲載し、営業担当へ問い合わせる前に必要な情報を確認できる構成です。資料請求フォームは会社名、担当者名、メールアドレスなど必要最小限に絞りました。

Next.jsのServer ActionsまたはAPI Routeを利用した送信処理を想定し、スパム対策と入力検証を実装します。計測タグは必要な範囲だけ読み込み、表示性能への影響を抑えます。",,"landing-page,service"
,オンライン講座の申込LP制作,online-course-application-lp,2026-06-04T00:00:00.000Z,"オンライン講座の内容と受講後の変化を分かりやすく伝える申込LPです。対象者、学べる内容、カリキュラム、受講形式、料金を一ページで確認できる構成にしました。

講師プロフィールや受講者の感想を掲載し、購入前の不安を補います。よくある質問では、視聴期間、必要な環境、キャンセル条件など、申し込み前に確認されやすい項目を整理しました。

決済サービスへの導線は明確にし、戻る操作やエラー時にも迷いにくいUIを想定しています。Reactで料金プランの選択状態を管理し、選択内容を保ったまま申込画面へ進める設計です。",,"landing-page,service"
,地域イベントの参加募集LP,local-event-entry-lp,2026-06-02T00:00:00.000Z,"地域イベントの参加者募集を目的に、開催内容と申し込み方法を簡潔にまとめたLPです。日時、会場、対象者、参加費、持ち物を上部に集約し、必要情報をすぐ確認できるようにしました。

イベントの雰囲気が伝わる写真とプログラムを掲載し、初参加でも内容を想像しやすくしています。アクセス情報は地図と公共交通の案内を併記し、当日の迷いを減らす構成です。

申し込み状況に応じて受付中、残りわずか、受付終了を切り替えられるCMS運用を想定しています。フォーム送信後には受付内容を自動返信する設計です。",,"landing-page,service"
,期間限定キャンペーンLPのUI設計,limited-campaign-lp-ui,2026-05-31T00:00:00.000Z,"期間限定キャンペーンの特典と条件を誤解なく伝えるためのLPデザインです。割引や特典だけを強調せず、対象期間、対象商品、利用方法、注意事項を分かりやすく掲載しました。

重要情報は色と余白で区別し、装飾を増やしすぎないようにしています。CTAはページ上部と内容を理解した後の二か所に配置し、急かしすぎない導線にしました。

キャンペーン終了後は自動的に案内表示へ切り替えられるよう、公開期間を設定する想定です。CSSアニメーションはopacityとtransformを中心にし、描画負荷を抑えています。",,"landing-page,ui-design"
,無料相談につなげる士業向けLP,professional-consultation-lp,2026-05-29T00:00:00.000Z,"専門サービスの無料相談を案内するため、相談対象と対応範囲を明確にしたLPです。利用者が自分の悩みを相談してよいか判断できるよう、具体的な相談例を最初に掲載しました。

相談の流れ、担当者プロフィール、料金が発生する条件、よくある質問を整理しています。専門用語を避け、初めての人にも理解しやすい文章と図解を組み合わせました。

フォームは問い合わせ種別によって入力項目を切り替える設計を想定しています。TypeScriptでフォームデータの型を定義し、送信前後の状態を安全に管理します。",,"landing-page,service"
,Web制作サービスの紹介ページ設計,web-production-service-page,2026-05-27T00:00:00.000Z,"Web制作の対応範囲と進め方を分かりやすく伝えるサービスページです。コーポレートサイト、採用サイト、LP、CMS導入などを目的別に整理し、依頼者が必要な支援を判断しやすくしました。

制作の流れは相談、要件整理、設計、デザイン、実装、公開、保守に分けています。料金は固定価格だけでなく、内容によって変わる理由も説明し、問い合わせ前の認識差を減らします。

実績や関連記事と関連付け、サービスを読んだ後に具体例を確認できる構成です。CMSの参照フィールドを使い、関連コンテンツを管理画面から選べる設計を想定しています。",,"service,corporate"
,保守運用サービスの料金ページ改善,maintenance-service-pricing,2026-05-25T00:00:00.000Z,"Webサイト保守サービスの違いを比較しやすくするため、料金ページの構成を改善しました。更新代行、バックアップ、セキュリティ確認、アクセス解析など、プランごとの対応範囲を整理しています。

表だけでは理解しにくい部分を補うため、各プランに向いている利用者と具体的な利用例を掲載しました。追加料金が発生する作業も明記し、契約後の認識違いを防ぎます。

スマートフォンでは横長の比較表をそのまま縮小せず、プランごとのカード表示へ切り替えるUIを想定しています。アクセシビリティを考慮し、色だけに頼らない差分表示にしています。",,"service,ui-design"
,業務改善コンサルティングのサービスサイト,business-improvement-consulting,2026-05-23T00:00:00.000Z,"日々の集計や転記に課題を抱える企業向けに、業務改善支援の内容を紹介するサービスサイトです。現状調査、改善案の作成、自動化ツールの開発、運用支援までの流れを整理しました。

Excel、CSV、クラウドサービスなど現在使っている環境を尊重し、必要以上に大きなシステムへ置き換えない方針を伝えています。改善例では、作業時間の削減だけでなく、入力ミスや属人化の軽減も説明します。

問い合わせ時に現在の作業内容を簡単に伝えられるヒアリングフォームを用意する想定です。送信内容は安全に管理し、機密情報をフォームへ直接入力しない注意書きも掲載します。",,"service,automation"
,Webアプリ開発サービスの構成案,web-app-development-service,2026-05-21T00:00:00.000Z,"業務用Webアプリの開発サービスを紹介するページとして、対応できる機能と開発範囲を整理しました。管理画面、認証、データ登録、検索、CSV出力、権限管理などを具体例とともに説明しています。

フロントエンド、API、データベース、クラウド環境の役割を簡潔に示し、依頼者が全体像を理解しやすい構成にしました。小さな試作から始める方法と、本番運用へ進める際の確認事項も掲載しています。

Next.js、React、TypeScript、Supabaseなどを例にしていますが、要件に応じて技術を選ぶ方針です。技術名を目的にせず、保守性と安全性を優先する内容にしています。",,"service,web-app"
,CMS導入支援サービスの紹介,cms-integration-service,2026-05-19T00:00:00.000Z,"お知らせや実績を自社で更新したい事業者向けに、CMS導入支援サービスを紹介するページです。WordPress、microCMS、STUDIOなどの違いを、更新方法や運用体制の観点から整理しています。

単に機能を比較するのではなく、誰がどの頻度で何を更新するかを確認して選定する方針を説明しました。導入後の操作説明や更新ルールの作成も支援範囲に含めています。

Next.jsとヘッドレスCMSを組み合わせる場合は、プレビュー、公開、再検証の流れも分かりやすく示します。将来のデータ移行を考え、コンテンツ構造を過度に複雑にしない設計です。",,"service,corporate"
,UI改善サービスのビフォーアフター紹介,ui-improvement-before-after,2026-05-17T00:00:00.000Z,"既存サイトや業務画面の使いにくさを改善するサービスとして、変更前と変更後を比較できるページを設計しました。文字の大きさ、余白、ボタン、導線、エラー表示など、具体的な改善対象を説明しています。

見た目だけを整えるのではなく、利用者が迷う場所や作業に時間がかかる原因を確認して改善する方針です。ヒアリング、画面調査、改善案、試作、実装という流れを掲載しました。

Reactコンポーネント単位で改善する場合と、CSSのみで対応する場合を分け、既存システムへの影響を抑える方法も紹介しています。小さな改善から始められる構成です。",,"service,ui-design"
,AI活用支援サービスの説明ページ,ai-utilization-support-service,2026-05-15T00:00:00.000Z,"文章作成、問い合わせ整理、社内検索などにAIを活用したい事業者向けのサービス説明ページです。できることだけでなく、誤回答、機密情報、著作権、確認作業などの注意点も合わせて掲載しています。

まず対象業務を小さく決め、効果とリスクを確認してから範囲を広げる進め方を提案しています。既存のExcelやWebシステムと連携する場合も、人による確認を残す設計を基本とします。

APIを利用した機能開発では、入力データの扱い、ログ、権限、利用料金を事前に整理します。AIを万能な自動化として扱わず、業務を補助する道具として設計する内容です。",,"service,ai"
,多言語サイト制作サービスの情報設計,multilingual-site-service,2026-05-13T00:00:00.000Z,"海外向け情報発信を支援する多言語サイト制作サービスの紹介ページです。翻訳するページの範囲、言語切り替え、URL設計、更新方法を分かりやすくまとめました。

日本語ページをそのまま翻訳するだけでなく、対象地域に必要な情報や表現へ調整する方針を説明しています。翻訳文の確認者や更新フローも事前に決め、言語ごとの情報差が広がらないようにします。

Next.jsの国際化ルーティングを使い、言語ごとにメタデータや構造化データを設定する構成を想定しています。CMS側でも言語別フィールドを管理できる設計です。",,"service,corporate"
,勤怠管理Webアプリのプロトタイプ,attendance-management-prototype,2026-05-11T00:00:00.000Z,"小規模事業者向けに、出勤、退勤、休憩、申請を管理する勤怠Webアプリのプロトタイプを作成しました。従業員画面はスマートフォンでの打刻を中心にし、必要な操作を大きなボタンへまとめています。

管理者画面では日別・月別の勤務状況、打刻漏れ、申請中の項目を一覧で確認できる構成です。拠点や所属によって閲覧範囲を分ける権限設計も想定しています。

Next.js、TypeScript、PostgreSQLを利用し、認証にはセッション方式を採用する想定です。勤務データの変更履歴を残し、誰がいつ修正したか確認できる設計にしています。",,"web-app,automation"
,予約管理システムの画面設計,booking-management-system,2026-05-09T00:00:00.000Z,"店舗向け予約管理システムとして、カレンダー、予約一覧、顧客情報、ステータス変更の画面を設計しました。日々の操作回数が多いため、少ないクリックで予約内容を確認・更新できることを重視しています。

予約枠の空き状況は時間帯ごとに確認でき、電話予約とWeb予約を同じ画面で管理する想定です。変更やキャンセル時には確認ダイアログを表示し、誤操作を防ぎます。

Reactで状態を管理し、APIから取得した予約データを日付単位で表示します。リアルタイム更新が必要な部分と、通常の再取得で十分な部分を分けて設計しています。",,"web-app,ui-design"
,顧客管理ダッシュボードの開発,customer-management-dashboard,2026-05-07T00:00:00.000Z,"顧客情報と対応履歴を一つの画面で確認できる管理ダッシュボードのサンプルです。顧客一覧、検索、絞り込み、詳細、メモ、対応ステータスを基本機能として設計しました。

一覧画面では重要な情報だけを表示し、詳細はサイドパネルや個別ページで確認できる構成です。担当者や対応状況を色とラベルで示し、次に必要な行動が分かるUIにしています。

TypeScriptで顧客データの型を定義し、フォーム入力とAPIレスポンスの不整合を減らします。権限によって表示・編集できる項目を制御する設計も想定しています。",,"web-app,ui-design"
,社内申請ワークフローアプリ,internal-approval-workflow,2026-05-05T00:00:00.000Z,"経費、休暇、備品購入などの申請をまとめる社内向けWebアプリです。申請者、承認者、管理者の役割を分け、それぞれに必要な画面だけを表示する構成にしました。

申請フォームは種類ごとに項目を切り替え、入力漏れをその場で案内します。承認者は一覧から内容を確認し、承認、差し戻し、却下をコメント付きで操作できる想定です。

Next.jsのAPIとPostgreSQLを利用し、状態変更の履歴を保存します。通知はメールやチャットサービスと連携し、承認待ちが長期間放置されない仕組みも検討しています。",,"web-app,automation"
,在庫確認Webアプリの開発サンプル,inventory-check-web-app,2026-05-03T00:00:00.000Z,"店舗や倉庫の在庫数を確認するWebアプリとして、商品検索、在庫一覧、入出庫履歴を設計しました。パソコンだけでなく、倉庫内のスマートフォンやタブレットから使うことも想定しています。

商品コード、名称、カテゴリ、保管場所で検索でき、在庫が少ない商品は分かりやすく表示します。入出庫登録では数量の誤入力を防ぐため、確認画面と履歴保存を用意しました。

ReactとTypeScriptで入力状態を管理し、API側でも数量や権限を再確認します。CSVによる一括登録と出力にも対応できる拡張性を持たせています。",,"web-app,ec"
,会員制ポータルサイトの基本設計,member-portal-basic-design,2026-05-01T00:00:00.000Z,"契約者だけが利用できる会員制ポータルとして、ログイン、マイページ、お知らせ、資料閲覧、登録情報変更を設計しました。一般公開サイトと会員画面の役割を明確に分けています。

利用者ごとに表示する資料やお知らせを変えられるよう、所属や契約プランに基づく権限を想定しています。パスワード再設定やメールアドレス変更など、アカウント管理の流れも整理しました。

認証は安全なライブラリや外部サービスを利用し、独自実装を最小限にします。サーバー側で権限を確認し、画面を隠すだけでは保護にならない点を考慮した設計です。",,"web-app,service"
,複数組織に対応する管理システム,multi-tenant-management-system,2026-04-29T00:00:00.000Z,"一つのシステムを複数企業やグループで利用することを想定した管理アプリです。運営者、企業管理者、部門担当者、一般利用者の権限を分け、閲覧できるデータ範囲を制御します。

画面上の表示だけでなく、APIとデータベースの問い合わせでも組織IDを確認する設計です。管理者が所属を切り替える場合も、現在どの組織を操作しているか分かりやすく表示します。

PostgreSQLの行レベル制御やサーバー側の認可処理を組み合わせる想定です。データ混在を防ぐため、テストでは異なる組織の情報へアクセスできないことを重点的に確認します。",,"web-app,automation"
,売上集計ダッシュボードの試作,sales-analytics-dashboard,2026-04-27T00:00:00.000Z,"日々の売上データを集計し、店舗別・商品別・期間別に確認するダッシュボードの試作です。最初に確認したい合計値を上部へ配置し、その下に推移と明細を表示しました。

グラフだけでは判断できない場合に備え、元データへ移動できる導線とCSV出力を用意しています。期間や店舗を変更したときは条件を画面上に残し、何を見ているか分からなくならないようにしました。

Pythonで集計処理を行い、Next.jsの管理画面で表示する構成を想定しています。大量データは都度すべて計算せず、事前集計やキャッシュを使って応答時間を抑えます。",,"web-app,automation"
,問い合わせ対応管理アプリ,inquiry-response-management,2026-04-25T00:00:00.000Z,"Webフォームやメールから届く問い合わせを一元管理するアプリのサンプルです。未対応、対応中、完了のステータスと担当者を設定し、対応漏れを防ぐことを目的にしています。

問い合わせ詳細では、受信内容、返信履歴、社内メモを時系列で確認できます。個人情報が含まれるため、閲覧できる担当者を限定し、不要になったデータの削除ルールも想定しました。

メールサービスのAPIと連携し、新規問い合わせを自動登録する構成を検討しています。AIによる分類は候補提示にとどめ、最終判断は担当者が行う設計です。",,"web-app,service"
,学習進捗を管理する教育Webアプリ,learning-progress-web-app,2026-04-23T00:00:00.000Z,"受講者が教材と進捗を確認できる学習Webアプリとして、講座一覧、レッスン、課題、進捗表示を設計しました。次に取り組む内容がすぐ分かるホーム画面を重視しています。

教材の完了状態や提出期限を表示し、講師側は受講者ごとの進捗と提出物を確認できる構成です。動画、PDF、テキストなど異なる形式の教材を同じルールで管理します。

Reactで進捗状態を更新し、サーバー側では受講権限と提出期限を確認します。画面を閉じても途中位置を保持できるよう、データ保存のタイミングも設計しています。",,"web-app,ui-design"
,医療機関向け予約受付アプリのUI,clinic-booking-app-ui,2026-04-21T00:00:00.000Z,"医療機関の予約受付を想定し、診療科、日時、利用者情報を段階的に入力するWebアプリを設計しました。一度に多くの項目を見せず、現在の入力段階と残りの手順を明確にしています。

予約可能時間はサーバー側の最新情報を取得し、選択後に埋まった場合の案内も用意します。医療上の緊急相談には利用できないことを分かりやすく表示し、適切な連絡先へ誘導します。

個人情報を扱うため、通信、保存、アクセス権限、ログの扱いを慎重に設計します。必要以上の情報を収集せず、保管期間と削除方法も事前に決める想定です。",,"web-app,medical,ui-design"
,社内ナレッジ検索アプリ,internal-knowledge-search,2026-04-19T00:00:00.000Z,"社内マニュアルやFAQを検索できるナレッジアプリのサンプルです。キーワード検索に加え、カテゴリ、部署、更新日から情報を絞り込める構成にしました。

AI検索を利用する場合も、回答だけを表示せず、参照した文書と該当箇所を確認できるUIにします。回答に自信がない場合や資料が見つからない場合は、その旨を明確に表示します。

アクセス権限のある資料だけを検索対象にし、機密文書が別部署へ表示されない設計が必要です。文書の更新、廃止、履歴管理も含めて運用を考えます。",,"web-app,ai"
,モバイル対応の点検記録アプリ,mobile-inspection-record-app,2026-04-17T00:00:00.000Z,"現場で設備点検を記録するため、スマートフォン操作を中心にしたWebアプリを設計しました。点検対象を選び、状態、数値、写真、コメントを順番に入力できる構成です。

通信が不安定な場所も想定し、一時保存や再送信の状態を分かりやすく表示します。異常値が入力された場合は注意を出し、担当者への連絡や再確認につなげます。

PWAとしてホーム画面から起動できる構成を検討し、写真はアップロード前に圧縮します。点検履歴は管理画面で検索・出力でき、設備ごとの変化を追える設計です。",,"web-app,automation"
,管理画面のナビゲーション改善,admin-navigation-improvement,2026-04-15T00:00:00.000Z,"機能が増えて分かりにくくなった管理画面を想定し、ナビゲーション構造を整理しました。利用頻度の高い機能を上位へ置き、設定や管理者専用機能は別グループに分けています。

現在位置が分かる見出しとパンくずを追加し、一覧から詳細、編集へ進んだ後も戻り先を判断しやすくしました。メニュー名は社内用語だけでなく、操作内容が伝わる表現へ見直しています。

React RouterやNext.jsのルーティングに合わせ、URLと画面状態が一致する設計を想定しています。権限のないメニューは非表示にするだけでなく、直接アクセス時もサーバー側で拒否します。",,"ui-design,web-app"
,スマートフォン向けフォームUIの改善,mobile-form-ui-improvement,2026-04-13T00:00:00.000Z,"スマートフォンで入力しにくい問い合わせフォームを想定し、項目の順番、ラベル、入力欄、エラー表示を改善しました。横並びの項目は縦にし、タップしやすい高さと十分な余白を確保しています。

入力例はプレースホルダーだけに頼らず、必要に応じて補足文として残します。エラーは送信後にまとめて出すのではなく、該当項目の近くに具体的な修正方法を表示します。

HTMLの適切なinput typeやautocompleteを使い、端末の入力補助を活用します。Reactで実装する場合も、標準のフォーム動作とアクセシビリティを損なわない設計です。",,ui-design
,データ一覧テーブルの見やすさ改善,data-table-readability,2026-04-11T00:00:00.000Z,"業務画面のデータ一覧を想定し、列が多くても必要な情報を見つけやすいテーブルUIを設計しました。重要な列を左側へ集め、補助情報は詳細画面や展開行へ移しています。

検索、絞り込み、並び替えの条件は画面上に残し、現在の表示内容が分かるようにしました。行をクリックできる場合は、リンクであることが視覚的にもキーボード操作でも伝わるようにします。

大量データはサーバー側ページングを利用し、一度にすべて読み込まない構成です。スマートフォンではカード表示へ切り替え、横スクロールだけに依存しない設計にしています。",,"ui-design,web-app"
,アクセシブルなモーダルUIの実装,accessible-modal-ui,2026-04-09T00:00:00.000Z,"確認や補助入力に使うモーダルについて、見た目だけでなくキーボード操作と読み上げにも配慮した実装例です。開いたときに適切な要素へフォーカスを移し、閉じた後は元の操作位置へ戻します。

背景へフォーカスが移動しないよう制御し、Escキーで閉じる動作も用意します。ただし重要な確認では、誤って閉じてもデータが失われない設計を優先します。

Reactの状態管理とdialog要素または信頼できるUIライブラリを利用する想定です。独自実装ではフォーカス制御やスクロール固定の不具合が起きやすいため、テストを重視します。",,"ui-design,web-app"
,ダッシュボードのKPIカード設計,dashboard-kpi-card-design,2026-04-07T00:00:00.000Z,"管理ダッシュボードの上部に配置するKPIカードについて、数値の意味と比較対象が伝わるように設計しました。合計値だけでなく、期間、前回比、更新時刻を併記しています。

色による増減表示だけでは判断できないため、矢印や文言も組み合わせます。重要度に応じてカードの大きさを変えすぎず、一覧性を保つことを重視しました。

データ取得中、未取得、エラー、データなしの状態をそれぞれ用意し、空白や0だけを表示しない設計です。Reactコンポーネントとして再利用できる形を想定しています。",,"ui-design,web-app"
