"コンテンツID
※空欄で構いません。特定の値を設定したい場合に入力してください。",title,slug,publishDate,content,eyecatch,categories
,CSV一括登録機能を備えた在庫管理画面,inventory-csv-bulk-import,2026-06-23T00:00:00.000Z,"大量の商品在庫をCSVから一括登録できる管理画面を設計しました。商品コード、数量、倉庫、更新日時を読み込み、既存データと照合します。

登録前にエラー行と変更件数をプレビューし、問題のある行だけを修正できる構成です。処理結果は成功、警告、失敗に分けて表示します。

CSVの文字コード、列名、数値形式を検証し、不正なデータは登録しません。実行履歴と元ファイルを保存し、変更を追跡できる設計です。",,"web-app,automation,ec"
,Webサイト保守レポートの自動生成,website-maintenance-report-automation,2026-06-22T00:00:00.000Z,"アクセス状況、更新内容、バックアップ結果、セキュリティ確認をまとめた月次レポートを自動生成する仕組みです。

専門用語だけを並べず、対応内容と確認が必要な事項を分けて表示します。クライアントが次の対応を判断しやすい構成にしました。

Pythonで複数データを集計し、定型フォーマットへ出力します。自動送信の前に担当者が確認できる工程を残し、誤った内容の配信を防ぎます。",,"automation,service"
,FAQを検索できるサポートページ,searchable-faq-support-page,2026-06-21T00:00:00.000Z,"問い合わせ前に利用者自身で解決方法を探せるよう、検索とカテゴリ絞り込みを備えたFAQページを設計しました。

質問文だけでなく、関連キーワードでも検索できる構成です。解決しなかった場合は問い合わせフォームへ条件を引き継げます。

FAQはCMSから更新し、よく閲覧される質問や検索結果0件の語句を分析します。利用状況を基に不足情報を追加できる運用です。",,"service,ui-design"
,AIによる問い合わせ要約機能,ai-inquiry-summary-feature,2026-06-20T00:00:00.000Z,"長文の問い合わせを担当者が短時間で把握できるよう、要点と確認事項をAIで要約する機能を試作しました。

原文を常に併記し、要約だけで判断しない画面構成です。担当者が誤りを見つけた場合に修正できるようにしています。

個人情報の扱いを確認し、必要に応じて送信前にマスキングします。AIの出力は補助情報として扱い、対応判断は担当者が行います。",,"ai,web-app"
,多言語コーポレートサイトの構築,multilingual-corporate-site-build,2026-06-19T00:00:00.000Z,"海外向け情報発信を目的に、日本語と英語を切り替えられるコーポレートサイトを設計しました。言語ごとに必要なページと更新範囲を整理しています。

言語切り替えは現在ページに対応する翻訳先へ移動し、トップページへ戻らないようにします。翻訳未対応ページの案内も用意します。

Next.jsの言語別ルーティングとCMSの多言語フィールドを組み合わせます。各言語にメタデータとcanonical設定を行う構成です。",,"corporate,service"
,営業資料請求フォームの改善,sales-document-request-form,2026-06-18T00:00:00.000Z,"法人向け資料請求フォームについて、入力項目を整理し、送信までの負担を減らす改善を行いました。

会社情報と担当者情報を分け、必須項目を必要最小限にしています。入力例とエラー内容を項目の近くへ表示します。

サーバー側で入力値を再検証し、スパム対策を実装します。送信後は自動返信と管理者通知を行い、計測イベントも記録します。",,"landing-page,service,ui-design"
,店舗スタッフ向けシフト確認アプリ,staff-shift-check-app,2026-06-17T00:00:00.000Z,"店舗スタッフがスマートフォンから自分の勤務予定を確認し、希望休や交代申請を送れるWebアプリです。

月間カレンダーと直近の勤務を分けて表示し、次の出勤時間をすぐ確認できる構成です。申請中と確定済みの状態を明確にしています。

利用者ごとに自分の情報だけを取得できる認可設計を行います。管理者は申請を確認し、変更履歴を残せる構成です。",,"web-app,automation"
,採用サイトの募集要項管理を効率化,recruitment-job-posting-cms,2026-06-16T00:00:00.000Z,"職種ごとに異なる募集要項をCMSで管理し、採用サイトへ自動反映する構成を作りました。勤務地、雇用形態、給与、応募条件を共通項目として整理します。

募集終了した職種は一覧から自動で非表示にし、直接アクセス時には終了案内を表示します。関連する社員インタビューも掲載できます。

公開開始日と終了日を管理し、更新忘れを減らします。TypeScriptで必須項目を定義し、表示側の欠落を防ぎます。",,"recruit,automation"
,クリニックの休診情報を目立たせるUI,clinic-closure-notice-ui,2026-06-15T00:00:00.000Z,"臨時休診や診療時間変更を利用者が見落とさないよう、クリニックサイトのお知らせ表示を改善しました。

通常のお知らせと重要なお知らせを分け、対象日と影響範囲を明確に表示します。過度なポップアップは避け、主要ページの上部に共通表示します。

CMSで重要度と表示期間を設定し、期限後は自動的に通常表示へ戻します。キャッシュ更新も考慮し、公開後すぐ反映できる構成です。",,"medical,ui-design"
,商品比較がしやすいEC一覧ページ,ec-product-comparison-list,2026-06-14T00:00:00.000Z,"似た商品が多いECサイトで、価格、容量、仕様を比較しやすい一覧ページを設計しました。

カード内の情報順序を統一し、絞り込み条件を画面上に残します。結果が0件の場合は条件を解除できる案内を表示します。

検索条件はURLへ反映し、共有や再読み込み後も同じ結果を表示します。画像は一覧に適したサイズだけを読み込みます。",,"ec,ui-design"
,Pythonでファイル名を一括整理するツール,python-batch-file-renaming-tool,2026-06-13T00:00:00.000Z,"ダウンロードした複数ファイルを規則に従ってリネームし、指定順に整理するPythonツールを作成しました。

変更前と変更後のファイル名を一覧で確認し、実行前に誤りへ気付ける構成です。重複名がある場合は処理を停止します。

正規表現と設定ファイルを使い、命名ルールを変更しやすくしています。実行ログを保存し、どのファイルを変更したか追跡できます。",,automation
,Webアプリの権限別メニュー設計,role-based-web-app-navigation,2026-06-12T00:00:00.000Z,"管理者、担当者、閲覧者で利用できる機能が異なるWebアプリのナビゲーションを設計しました。

権限のない機能は単に無効表示にせず、必要に応じてメニュー自体を分けます。現在の操作対象と所属組織も明確に表示します。

画面表示だけでなく、APIでも権限を検証します。URLへの直接アクセスや操作リクエストによる権限回避を防ぐ設計です。",,"web-app,ui-design"
,サービス導入事例ページのCMS設計,service-case-study-cms,2026-06-11T00:00:00.000Z,"導入企業の課題、支援内容、成果を共通フォーマットで掲載できる事例ページを設計しました。

業種、課題、利用サービスで絞り込み、検討中の企業が自社に近い事例を探せる構成です。数値だけでなく取り組みの過程も掲載します。

企業情報、サービス、事例をCMS上で関連付けます。同じ情報を複数ページへ重複入力せず、更新を一か所にまとめます。",,"service,corporate"
,AIチャット導入前の検証用プロトタイプ,ai-chat-prototype-validation,2026-06-10T00:00:00.000Z,"問い合わせ対応へAIチャットを導入する前に、限定したFAQだけを対象に精度と運用負担を確認するプロトタイプです。

回答できない場合は無理に生成せず、問い合わせ窓口へ誘導します。参照したFAQと更新日も表示します。

対象データを限定し、誤回答の記録と評価を行います。導入効果は問い合わせ削減数だけでなく、確認作業や保守コストも含めて判断します。",,"ai,service"
,スマートフォン向け施設予約ページ,mobile-facility-booking-page,2026-06-09T00:00:00.000Z,"会議室や施設の空き状況を確認し、スマートフォンから予約できるページを設計しました。

日付、時間、人数を順に選び、利用可能な施設だけを表示します。選択中の条件と合計料金を常に確認できます。

予約確定前に最新の空き状況を再確認します。二重予約を防ぐため、サーバー側で排他処理を行う構成です。",,"service,web-app,ui-design"
,制作会社向けプロジェクト進行管理画面,web-production-project-dashboard,2026-06-08T00:00:00.000Z,"Web制作案件の進捗、担当者、確認待ち、公開予定日を一元管理する社内ダッシュボードです。

案件一覧では次に必要な対応を表示し、詳細ではタスク、ファイル、連絡履歴を確認できます。期限超過は色だけでなく文言でも示します。

案件とタスクを関連付け、ステータス変更履歴を保存します。通知サービスと連携し、確認待ちや期限前の連絡を自動化します。",,"web-app,automation"
,企業サイトのアクセシビリティ改善,corporate-site-accessibility-improvement,2026-06-07T00:00:00.000Z,"既存の企業サイトを対象に、キーボード操作、見出し構造、コントラスト、代替テキストを見直しました。

フォーカス位置が分かる表示を追加し、メニューやモーダルをキーボードでも操作できるようにします。文字拡大時のレイアウトも確認します。

自動チェックだけでなく、実際の操作と読み上げを確認します。改善内容をコンポーネントへ反映し、同じ問題の再発を防ぎます。",,"corporate,ui-design"
